index,lat,lng
12567,40.8505401,-73.86615189999999
12582,40.6842681,-73.815158
12589,40.8515902,-73.82659869999999
12606,40.8566315,-73.86927399999999
12617,40.6351992,-74.0170502
12634,40.8595852,-73.8874672
12639,40.7408655,-73.7582365
12653,40.8342176,-73.85166749999999
12655,40.6077575,-74.13204019999999
12662,40.7715334,-73.9941999
12673,40.6740248,-73.9701254
12704,40.7566679,-73.7392715
12707,40.6668804,-73.99489980000001
12727,40.8527986,-73.89662659999999
12767,40.7450913,-73.93350149999999
12810,40.65563789999999,-73.9598986
12818,40.6169701,-74.1451103
12825,40.8618515,-73.89286419999999
12830,40.7237727,-74.00795289999999
12832,40.5933759,-73.996569
12836,40.7251936,-74.0112891
